theta,avg,median,best,global_best,better_count,first_better_generation,best_in_many_times,best_x_in_many_times,best_y_in_many_times,best_chrom_in_many_times
0.001,-436.5390318387714,-206.02935127732502,-7.194179621165,-0.020906219810000064,0.0,81.66666666666667,-0.00010080010000003857,1.001,1.003,[1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 1]
0.0111836734694,-37.061199890547,-0.271989917345,-0.009204598065000003,-0.009186568065000006,5.65,40.4375,-9.008100000000082e-06,0.997,0.994,[1 0 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0]
0.0213673469388,-4.994783614459333,-0.03518164454000001,-0.03518164454000001,-0.03518023054000001,6.2,25.0,-4.001599999999922e-06,1.002,1.004,[1 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0]
0.0315510204082,-14.345693861738663,-0.072614668155,-0.071527337355,-0.071527337355,5.55,21.5,-0.00010099999999999996,1.01,1.02,[1 0 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 0 0]
0.0417346938776,-3.686424729644,-0.08900484141,-0.08900484141,-0.08900484141,5.15,15.428571428571429,-0.0002625536000000022,1.016,1.032,[1 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0]
0.0519183673469,-4.339845494989667,-1.1358111186099997,-0.06253972021,-0.05961660980999998,4.75,15.0,-2.5062500000000308e-05,0.995,0.99,[1 0 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0]
0.0621020408163,-0.08701482655000001,-0.08695922654999998,-0.08695922654999998,-0.08695922654999998,4.5,12.833333333333334,-0.0003740320999999844,1.019,1.038,[1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0]
0.0722857142857,-8.701523369510001,-0.16585688007000002,-0.16585688007000002,-0.16585688007000002,4.95,7.666666666666667,-0.000146073599999998,1.012,1.024,[1 0 1 1 1 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
0.0824693877551,-7.186680609916,-0.127677683345,-0.127677683345,-0.127677683345,4.5,8.5,-0.00044925610000000164,0.991,0.984,[1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0]
0.0926530612245,-5.124949201037,-0.13307830412,-0.13307830412,-0.13307830412,4.25,12.0,-0.000146073599999998,3.012,1.024,[1 0 1 1 1 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
0.102836734694,-20.73087727183667,-0.10341840284499981,-0.08461776284500003,-0.08461776284500003,3.05,9.0,-0.0008905441000000573,1.027,1.056,[1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0]
0.113020408163,-5.878746625796667,-0.20856851559000003,-0.20856851559000003,-0.20856851559000003,2.1,5.666666666666667,-0.0001772095999999903,0.992,0.983,[1 0 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 0 1 1 1]
0.123204081633,-0.107372829345,-0.107372829345,-0.107372829345,-0.107372829345,4.5,6.333333333333333,-1.000099999999719e-06,1.001,1.002,[1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 0]
0.133387755102,-0.5122187080276663,-0.17913725741500003,-0.17913725741500003,-0.17913725741500003,2.75,7.75,-3.612959999999952e-05,1.006,1.012,[1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0]
0.143571428571,-24.779204739044665,-0.19291812187,-0.19245359106999999,-0.19245359106999999,0.65,3.0,-0.0019364096000000044,1.044,1.09,[1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0]
