theta,avg,median,best,global_best,better_count,first_better_generation,best_in_many_times,best_x_in_many_times,best_y_in_many_times,best_chrom_in_many_times
0.153755102041,-55.778593233353675,-0.6451133545350002,-0.07185001397499999,-0.07185001397499999,2.1,16.4,-2.5062500000000308e-05,0.995,0.99,[1 0 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0]
0.16393877551,-56.02701576611601,-4.752349271015,-0.04641406134000001,-0.04641406134000001,1.5,19.5,-0.0001718560999999928,1.013,1.026,[1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
0.17412244898,-79.75832083471765,-3.724281480670001,-0.073109980585,-0.073109980585,1.4,18.4,-6.440959999999951e-05,0.992,0.984,[1 0 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0]
0.184306122449,-73.55775269131632,-1.6785601469949996,-0.071385501075,-0.071385501075,1.45,20.0,-3.612959999999952e-05,1.006,1.012,[1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0]
0.194489795918,-60.382398574077015,-2.7342063114149986,-0.079513603975,-0.079513603975,1.0,19.5,-1.0001000000000076e-06,0.999,0.998,[1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0]
0.204673469388,-21.663713649511337,-0.3008334394249999,-0.11736696653499996,-0.11736696653499996,1.55,18.0,-9.008100000000082e-06,0.997,0.994,[1 0 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 0 0 1 0]
0.214857142857,-17.253223928119333,-0.16178877687500004,-0.16130590927000002,-0.16130590927000002,1.55,11.333333333333334,-4.924009999999975e-05,0.993,0.986,[1 0 1 1 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 1 0 1 0]
0.225040816327,-11.347098437298332,-0.27258595420000004,-0.2725716642,-0.2725716642,2.35,5.75,-8.165610000000011e-05,0.991,0.982,[1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0]
0.235224489796,-0.360674332455,-0.360674332455,-0.360674332455,-0.360674332455,0.75,10.0,-0.007586304099999941,0.923,0.856,[1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 0 0 0]
0.245408163265,-0.302974212705,-0.302974212705,-0.302974212705,-0.302974212705,3.0,5.25,-4.924009999999975e-05,0.993,0.986,[1 0 1 1 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 1 0 1 0]
0.255591836735,-0.3312128696933333,-0.33112945635999996,-0.33112945635999996,-0.33112945635999996,3.75,3.8,-0.00019984159999999934,0.986,0.972,[1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0]
0.265775510204,-1.464949736201,-0.30577605948500003,-0.29250945076,-0.29250945076,0.7,3.0,-0.005781017599999989,0.924,0.854,[1 0 1 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 0]
0.275959183673,-13.129963758144665,-0.24647630357500003,-0.24362680038000004,-0.24362680038000004,0.0,-1,-0.01762677759999987,1.132,1.28,[1 1 0 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0]
0.286142857143,-29.12270185605366,-0.8999716282850002,-0.17899280691999997,-0.17875176148499997,1.15,17.6,-1.0001000000000076e-06,0.999,0.998,[1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0]
0.296326530612,-41.693771698859344,-3.8117401644449993,-0.105781464135,-0.10414604941500001,0.2,37.333333333333336,-4.001599999999922e-06,1.002,1.004,[1 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0]
0.306510204082,-57.14571831029135,-5.890211192210001,-0.07209069525499998,-0.06877544236500001,0.7,34.166666666666664,-9.008099999998817e-06,1.003,1.006,[1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0]
0.316693877551,-84.60978929059766,-10.65904671533,-0.13203368356499998,-0.040378940525000004,1.2,41.166666666666664,-1.000099999999719e-06,1.001,1.002,[1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 0]
0.32687755102,-151.25519908198265,-40.10439404182499,-0.23887657054999992,-0.015133615424999958,0.75,52.90909090909091,-0.011025062499999997,0.895,0.801,[1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 0 0 1]
0.33706122449,-132.730866329992,-20.513730150364996,-0.03987268524999996,-0.022165589974999997,1.05,54.333333333333336,-0.0,1.0,1.0,[1 0 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0 0 0]
0.347244897959,-174.30378184521663,-45.228958168134994,-0.06167718764499991,-0.024268730530000004,1.1,49.42857142857143,-2.5062500000000308e-05,0.995,0.99,[1 0 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0]
0.357428571429,-210.53811958191937,-61.34156699006,-0.032482751255000004,-0.015420708774999996,0.65,39.1,-0.006416000000000026,1.08,1.166,[1 1 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 0 0 0 1 1 1 0]
0.367612244898,-198.54053718543463,-62.06065946483501,-0.12306327556000012,-0.02436282444000001,1.3,44.92857142857143,-1.000099999999719e-06,1.001,1.002,[1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 0]
0.377795918367,-215.8028365277327,-64.40173963733,-0.14227584931499992,-0.024322744300000004,0.75,52.9,-0.0008905441000000573,1.027,1.056,[1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0]
0.387979591837,-244.91656778931173,-69.906840438605,-0.42761588420499974,-0.014941293079999982,0.45,46.69230769230769,-1.0001000000000076e-06,0.999,0.998,[1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0]
0.398163265306,-268.66478743999,-88.44335808397499,-0.5381732496600005,-0.018347159180000003,0.6,43.714285714285715,-9.008099999998817e-06,1.003,1.006,[1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0]
0.408346938776,-359.67938361572305,-122.357214546295,-0.9139552446099998,-0.010623475729999991,0.7,48.0,-8.165610000000011e-05,0.991,0.982,[1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0]
0.418530612245,-348.95844068644897,-180.67869307555497,-2.2741508171749993,-0.007498789890000007,0.25,43.5,-9.008099999998817e-06,1.003,1.006,[1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0]
0.428714285714,-403.20818610297727,-186.189845072775,-4.048444659005,-0.006759634515,0.3,43.0,-4.001599999999922e-06,1.002,1.004,[1 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0]
0.438897959184,-405.500228948439,-197.103444863975,-3.03517622758,-0.008326275424999993,0.1,46.8235294117647,-2.5062500000000308e-05,0.995,0.99,[1 0 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0]
0.449081632653,-410.26715087336135,-185.033357272675,-5.925733689399998,-0.008615809000000006,0.05,64.0625,-4.001600000000011e-06,0.998,0.996,[1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 0]
0.459265306122,-433.962624463304,-185.109056995175,-5.432010796550001,-0.007846515740000042,0.0,68.92857142857143,-0.0004551520999999966,0.983,0.965,[1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1]
0.469448979592,-479.8552345650287,-228.310183264215,-11.84486994886,-0.019327732755000052,0.0,84.1,-0.0006091776000000034,0.976,0.952,[1 0 1 1 1 1 0 1 0 0 0 0 1 0 1 1 1 0 1 1 1 0 0 0]
0.479632653061,-490.31479677354537,-246.97478177805502,-9.29233652069,-0.015936457404999965,0.0,38.111111111111114,-0.0004740640999999867,0.989,0.98,[1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 0 0]
0.489816326531,-504.38436485478195,-248.03500126868502,-9.503787640069998,-0.026623981245000004,0.0,75.5,-0.0014288976000000702,1.018,1.033,[1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1]
0.5,-516.4858279879463,-269.567348193725,-10.120655672850003,-0.022606035804999987,0.0,56.833333333333336,-0.002500129599999969,1.006,1.017,[1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1]
